"id","created_at","updated_at","building_id","floor_number","bounds","room_category_id","room_type_id","code","label_position","position","default_visible","floor_id","icon","hse_id","schedule_url","campus_id"
1700,"2020-01-28 13:23:08","2021-09-17 07:32:49",12,1,"[[[1325.2,539.2],[1312,540.7],[1296.4,543.4],[1280.7,547.3],[1265.3,551.9],[1253.9,556.5],[1241.7,561.4],[1230,566.5],[1219.5,571.6],[1208,577.6],[1198.5,583.3],[1188.5,589.3],[1178.7,596.1],[1168.7,603.6],[1161.1,610.4],[1152.3,619.2],[1145.1,627.6],[1137.4,637.4],[1131.7,645.5],[1126.6,654.1],[1122.4,662.4],[1118.9,670.5],[1115.9,677.8],[1113.2,685.6],[1111.4,693.1],[1109,703.3],[1107.4,712.1],[1106.7,720.9],[1105.9,732.7],[1105.9,744.5],[1107.5,756.2],[1110,769.3],[1113.1,780.4],[1118.3,794.9],[1124.2,808.5],[1130.3,820.7],[1136.3,830.9],[1142.7,840.6],[1148.5,849.5],[1154.7,857.4],[1160.3,865.4],[1167.1,873.1],[1176.8,883.6],[1184.7,892.5],[1194.3,903.5],[1202.2,910.1],[1208.7,915],[1217.5,922.8],[1225.4,929.1],[1233.3,935.7],[1243.6,944],[1254.4,952],[1264.5,959.1],[1271.1,963.5],[1278.6,968.2],[1287,973.5],[1298.4,980],[1307.3,984.9],[1317.6,990.5],[1328.4,996.5],[1340.8,1002.1],[1354.9,1008.1],[1366.4,1012.8],[1379.9,1018.2],[1393.5,1023],[1409.9,1028.4],[1425.4,1033.3],[1444.6,1038.7],[1460.9,1043],[1471.1,1045.5],[1484.3,1047.8],[1495.8,1049.8],[1510.1,1052.3],[1527.4,1055],[1541,1056.8],[1552.4,1057.9],[1561.7,1058.8],[1574.9,1059.6],[1589.1,1059.6],[1605,1060.4],[1619.3,1060.4],[1632.7,1059.6],[1643.5,1058.8],[1654.6,1058],[1665.8,1056.5],[1675.6,1054.9],[1689,1052.6],[1706,1048.9],[1720.4,1045.1],[1734.8,1040.5],[1747.5,1036],[1759.1,1032],[1773.3,1026],[1786.2,1019.7],[1796.9,1014.1],[1807.4,1007.5],[1815,1002],[1823.1,994.9],[1829.2,989],[1835.9,982.8],[1842.7,977.5],[1888.4,990.5],[1858.8,1086.5],[1830.8,1173.9],[1814.5,1227.2],[927.5,959.4],[1101.4,284.2],[1229.3,364.3],[1234.1,357.4],[1368.1,435.9],[1347.8,479.4]],[[1941.5,1285.8],[1999.6,1076.6],[2806.5,1302.3],[2811.6,1284.5],[2974.1,1330.9],[2965,1364.2],[3366.3,1473.1],[3349.8,1532.6],[3460.9,1565.2],[3427.4,1692.6]]]",2,,"Atrium 1","[2632.9150820170116,1383.2238912515193]",,TRUE,13,,,,1
3522,"2021-09-17 13:55:03","2021-09-26 23:30:36",31,1,"[[[6170.384580612183,7409.004874706268],[6198.227819442749,7384.0334849357605],[6229.395057678223,7418.808071136475],[6201.671209335327,7443.804035186768]]]",245,,"МА_112",,,TRUE,123,,,,3
381,"2020-01-28 13:23:05","2021-09-18 18:51:20",9,2,"[[[3321.1,1844.6499999999999],[3268,1829.9499999999998],[3242.7,1921.35],[3295.9,1936.0499999999997],[3321.1,1844.6499999999999]]]",245,1542,"S219",,,TRUE,18,,,,1
4142,"2021-09-22 14:49:29","2021-10-08 15:31:03",34,5,"[[[3125.2530085468866,4014.9303733597944],[3181.849775129313,4074.256448776209],[3216.024925453039,4041.6752406213704],[3159.425020851039,3982.4379251311207]]]",245,,"ММ20_М20-525",,,TRUE,141,,,,3
4083,"2021-09-22 14:12:29","2021-10-11 09:30:05",35,4,"[[[3369.025001525879,4803.911520364012],[3319.60639337338,4859.287272690874],[3339.5562758945375,4874.537698776209],[3386.775001525879,4818.094380236485]]]",245,,"МК3_К3-410.2",,,TRUE,147,,,,3
3813,"2021-09-21 14:51:16","2021-09-26 23:29:36",32,5,"[[[2688.25,3315.0997691304733],[2673.249984741211,3368.387063070222],[2721.249984741211,3382.1446843232443],[2735.75,3328.449549711381]]]",245,,"ММ11_525г",,,TRUE,131,,,,3
3691,"2021-09-20 14:59:22","2021-09-26 23:30:17",34,2,"[[[3354.2625579833984,4349.78067800954],[3294.2625579833984,4407.06241013576],[3307.7625579833984,4420.569892820546],[3366.5125579833984,4362.787883557852]]]",245,,"ММ20_М20-210",,,TRUE,138,,,,3
4263,"2021-09-23 08:04:07","2021-10-08 15:04:54",34,6,"[[[3479.5796813020856,3975.5083898519956],[3441.085698762622,3934.0106607854805],[3495.5216319717583,3881.9209210271283],[3534.0156145112223,3922.4187048149324]]]",245,,"ММ20_М20-604.1",,,TRUE,142,,,,3
3501,"2021-09-17 11:11:16","2021-09-26 23:30:36",31,1,"[[[5618,6969],[5684.25,6909.75],[5707,6934.25],[5640,6994.5]]]",245,,"МА_101",,,TRUE,123,,,,3
3913,"2021-09-22 10:46:57","2021-09-26 23:30:02",33,3,"[[[2836.8548555374146,4507.610522270203],[2858.248359680176,4483.35551071167],[2905.1330585479736,4523.853278160095],[2884.022340774536,4548.45318031311]]]",1,,"ММ18_18-315",,,TRUE,133,,,,3
3703,"2021-09-20 15:12:50","2021-09-26 23:30:19",34,2,"[[[3505.8999938964844,3845.486274110937],[3551.5499877929688,3802.0997805809084],[3602.550003051758,3856.199553528193],[3557.3999938964844,3899.949553528193]]]",245,,"ММ20_М20-240.1",,,TRUE,138,,,,3
4167,"2021-09-22 15:11:07","2021-10-08 15:36:07",34,5,"[[[3412.530554333316,4325.225353401697],[3458.534148960765,4372.958540900712],[3520.2889743573946,4314.978962367877],[3473.7853406579084,4266.995862892428]]]",245,,"ММ20_М20-504",,,TRUE,141,,,,3
4185,"2021-09-22 15:18:55","2021-10-08 15:38:33",34,5,"[[[3274.2697509149502,4258.998679646519],[3303.2720170931248,4289.73785274798],[3239.2670158723263,4349.966639068726],[3214.015042734433,4322.476321660916],[3214.7651013424893,4314.729050391443]]]",245,,"ММ20_М20-512",,,TRUE,141,,,,3
3669,"2021-09-20 14:31:17","2021-09-26 23:30:17",34,2,"[[[3323.2000045776367,4316.339938419286],[3262.9500045776367,4373.371531977269],[3291.2000045776367,4403.388160165681],[3351.2000045776367,4346.106428039461]]]",245,,"ММ20_М20-211",,,TRUE,138,,,,3
3861,"2021-09-22 08:55:52","2021-09-26 23:30:20",34,3,"[[[3022.9284172058105,4112.532097816467],[3092.0625,4184.9375],[3144.625,4134.625],[3075.682720184326,4062.323169708252]]]",245,,"ММ20_М20-309",,,TRUE,139,,,,3
3580,"2021-09-20 12:01:55","2021-11-27 12:55:38",32,1,"[[[2157.25,4351.066337414074],[2194.25,4357.063054737914],[2221.75,4381.799513698752],[2309.75,4298.34518998343],[2295.75,4282.104080564698],[2294.25,4259.366527378473],[2214.25,4262.614749262219],[2216.25,4305.252325228947],[2154.5,4308.291983273998]]]",4,,"ММ11_104",,,TRUE,127,"cloakroom",,,3
4315,"2021-09-23 09:13:40","2021-09-26 23:30:33",35,2,"[[[3084.796311286027,4631.159495979582],[3034.7351212676804,4582.771256556024],[3097.243693782328,4523.137472421297],[3101.8674785216313,4526.639456366526],[3114.6141283434927,4514.132370847851],[3158.7206695188493,4560.652491812458]]]",245,,"МК3_К3-205",,,TRUE,145,,,,3
3521,"2021-09-17 13:53:24","2021-09-26 23:30:36",31,1,"[[[6057.677339553833,7460.541410446167],[6139.8782596588135,7386.877941131592],[6195.672023773193,7449.126239776611],[6113.69401550293,7522.95641708374]]]",1,,"МА_113",,,TRUE,123,,,,3
3500,"2021-04-09 03:41:42","2021-04-09 03:41:43",12,1,"[   [     [       925.49,       960.30     ],     [       1024.03,       986.83     ],     [       1052.49,       873.28     ],     [       953.54,       849.43     ]   ] ]",2,,"DOD2021.PhotoZone",,,FALSE,13,,,,1
396,"2020-01-28 13:23:05","2021-09-18 18:49:27",9,2,"[[[3166,1640.2499999999995],[3126,1629.15],[3099.5,1725.1499999999999],[3139.5,1736.2499999999998],[3166,1640.2499999999995]]]",245,1542,"S213",,,TRUE,18,,,,1
3581,"2021-09-20 12:07:53","2021-09-20 12:07:53",32,1,"[[[2433.8333282470703,4255.407264398469],[2443.5833282470703,4266.151382937015],[2526.5833282470703,4188.194057727101],[2515.8333282470703,4177.200075966728]]]",245,,"ММ11_116",,,TRUE,127,,,,3
3998,"2021-09-22 12:29:45","2021-10-08 12:52:38",35,3,"[[[2764.2652549743652,4990.939956665039],[2824.1150398254395,4920.802719116211],[2874.833206176758,4954.214020729065],[2824.533748626709,5032.249988555908]]]",245,,"МК3_318",,,TRUE,146,,,,3
4084,"2021-09-22 14:12:54","2021-10-08 15:29:53",34,5,"[[[3521.7003423495294,3799.4249572006233],[3536.581301789075,3785.368622317532],[3604.0248597632717,3856.0005663643865],[3589.256256950346,3869.9942597756585]]]",245,,"ММ20_М20-544.1",,,TRUE,141,,,,3
4168,"2021-09-22 15:12:11","2021-10-11 09:34:45",36,4,"[[[3993.8503663372194,4066.4492638694296],[4016.3250834041546,4048.2746595134176],[4069.25,4109.048360314632],[4047.25,4127.808752932389]]]",245,,"МК3а_К-402",,,TRUE,152,,,,3
4316,"2021-09-23 09:14:37","2021-09-26 23:30:33",35,2,"[[[2997.7089767402495,4675.836805237484],[3040.572710945138,4630.5611556598815],[3058.8179155921166,4649.696996503454],[3016.0001313795347,4689.724488315912]]]",1,,"МК3_К3-204.1",,,TRUE,145,,,,3
3355,"2020-09-11 08:52:11","2021-10-20 11:32:36",21,3,"[[[2136,4235.8],[2174.2,4066.1],[2375.2,4114.3],[2337,4283.9]]]",11,,"4311","[2240.9351,4184.6494]",,TRUE,111,,,,2
3502,"2021-09-17 11:12:15","2021-09-26 23:30:36",31,1,"[[[5631.375,6917.875],[5642.5,6908],[5656.25,6923.5],[5644.875,6933.375]]]",1,,"МА_101а",,,TRUE,123,,,,3
3520,"2021-09-17 13:51:36","2021-09-26 23:30:36",31,1,"[[[6030.386631011963,7430.074131011963],[6112.539623260498,7356.373827934265],[6134.59375,7380.806684494019],[6052.766738891602,7454.634105682373]]]",245,,"МА_114",,,TRUE,123,,,,3
3670,"2021-09-20 14:32:50","2021-09-26 23:29:18",32,2,"[[[2464.625048840047,3928.749999939768],[2509.6250879120844,3974.875000030116],[2535.5002344322247,3950.1250000100385],[2499.125048840047,3938.6249998895746]]]",1,,"ММ11_236",,,TRUE,128,,,,3
3814,"2021-09-21 14:51:36","2021-09-26 23:29:21",32,4,"[[[2382.0849609375,4140.73779296875],[2432.208984375,4093.29052734375],[2523.4306640625,4188.76904296875],[2473.41552734375,4236.53173828125]]]",11,,"ММ11_421",,,TRUE,130,,,,3
3667,"2021-09-20 14:29:52","2021-09-26 23:30:17",34,2,"[[[3238.4499740600586,4349.570946937225],[3299.1999740600586,4292.789491947479],[3319.4499740600586,4313.801131679367],[3259.6999740600586,4371.3330023738245]]]",245,,"ММ20_М20-212",,,TRUE,138,,,,3
3519,"2021-09-17 13:50:13","2021-09-26 23:30:36",31,1,"[[[5961,7311.048694610596],[6002.574131011963,7273.741310119629],[6009.370655059814,7281.5],[6029.468048095703,7263.531778335571],[6068.598495483398,7307.757472991943],[6007.598495483398,7362.757472991943]]]",245,,"МА_115а",,,TRUE,123,,,,3
3528,"2021-09-17 14:01:19","2021-09-26 23:30:37",31,3,"[[[5617.375,6969.12841796875],[5639.96337890625,6995.02685546875],[5722.04345703125,6921.03369140625],[5699.51318359375,6895.76953125]]]",245,,"МА_301",,,TRUE,125,,,,3
3524,"2021-09-17 13:58:37","2021-09-26 23:30:37",31,3,"[[[5677.189453125,6797.052734375],[5731.1015625,6856.44921875],[5643.83984375,6934.9091796875],[5590.234375,6875.3564453125]],[[5719.4248046875,6804.94921875]]]",11,,"МА_302",,,TRUE,125,,,,3
3530,"2021-09-17 14:03:19","2021-09-26 23:30:37",31,3,"[[[5732.08056640625,7055.66650390625],[5793.50146484375,7000.8447265625],[5838.1826171875,7050.67822265625],[5777.1552734375,7105.85205078125]]]",1,,"МА_313",,,TRUE,125,,,,3
3914,"2021-09-22 10:47:54","2021-09-22 10:48:42",32,4,"[[[2211.944091796875,4330.382568359375],[2247.5,4329.15869140625],[2256,4414.023193359375],[2240.311767578125,4420.06591796875],[2221.47119140625,4423.6142578125]]]",6,,"ММ11_406",,,TRUE,130,"medicine",,,3
4317,"2021-09-23 09:15:16","2021-11-24 14:29:30",33,2,"[[[2651.716064453125,4676.646728515625],[2653.956787109375,4678.2303466796875],[2664.709228515625,4687.5087890625],[2674.336669921875,4676.334228515625],[2661.625,4665.2901611328125]]]",13,,"ММ18_18-205",,,TRUE,132,"wc",,,3
3845,"2021-09-21 17:06:23","2021-11-24 14:29:32",34,3,"[[[3490.2628325992664,4424.635571551381],[3526.257205882921,4463.133464781763],[3598.24595245023,4395.637158468756],[3560.7610742504085,4357.417028663458]]]",13,,"ММ20_М20-302",,,TRUE,139,"wc",,,3
3997,"2021-09-22 12:29:38","2021-11-24 14:29:33",34,4,"[[[3823.300003051758,3735.3589222677233],[3792.800003051758,3765.1254118878987],[3841.050003051758,3815.403264103489],[3888.050003051758,3769.3777675479237],[3851.800003051758,3731.1065666076984],[3834.2000122070312,3747.166297151369]]]",13,,"ММ20_М20-433",,,TRUE,140,"wc",,,3
3671,"2021-09-20 14:33:47","2021-09-26 23:29:18",32,2,"[[[2415.0137924292335,3985.4999999799224],[2454.7501172161124,4027],[2387.20007959046,4091.600480288526],[2375.7877349576847,4079.7378109994497]]]",1,,"ММ11_220",,,TRUE,128,,,,3
4085,"2021-09-22 14:15:19","2021-10-08 15:29:00",34,5,"[[[3499.575178125111,3820.6003395323673],[3518.9249532544236,3802.2492914481327],[3586.430945538853,3872.8062652206736],[3567.08117040954,3891.288194762516]]]",245,,"ММ20_М20-544",,,TRUE,141,,,,3
4169,"2021-09-22 15:12:20","2021-10-08 15:35:32",34,5,"[[[3368.277096457998,4278.99163776129],[3409.78033943711,4321.726585731612],[3471.250078144075,4263.4998239528695],[3430.281941390647,4220.262323299152]]]",245,,"ММ20_М20-503",,,TRUE,141,,,,3
3503,"2021-09-17 11:13:47","2021-09-26 23:30:36",31,1,"[[[5594.75,6944.25],[5677,6870.5],[5640.75,6831],[5558.75,6903.5]]]",245,,"МА_101б",,,TRUE,123,,,,3
3815,"2021-09-21 14:53:59","2021-09-26 23:29:36",32,5,"[[[2629.25,3298.449553528193],[2602.199996948242,3392.2002578198117],[2656.449996948242,3407.4587104822544],[2682.9000091552734,3313.249445727053]]]",245,,"ММ11_525в",,,TRUE,131,,,,3
3525,"2021-09-17 13:58:52","2021-11-24 14:29:38",31,1,"[[[6085.180730819702,7248.506999969482],[6094.993230819702,7259.381999969482],[6103.868230819702,7251.381999969482],[6118.086980819702,7267.131999969482],[6169.388801574707,7221.15625],[6145.504861831665,7194.645803451538]]]",13,,"МА_110",,,TRUE,123,"wc",,,3
3915,"2021-09-22 10:47:56","2021-09-26 23:30:03",33,3,"[[[2825.124927520752,4477.963483810425],[2843.437427520752,4493.963483810425],[2833.937427520752,4505.025983810425],[2815.4534759521484,4489.162065505981]]]",1,,"ММ18_18-316",,,TRUE,133,,,,3
4391,"2021-10-08 09:35:23","2021-11-24 14:27:23",34,6,"[[[3228.3074951171875,4209.779468536377],[3250.6824951171875,4188.404468536377],[3284.5574951171875,4223.716968536377],[3262.167060852051,4244.984455108643]]]",1,,"ММ20_М20-601",,,TRUE,142,,,,3
3999,"2021-09-22 12:30:21","2021-11-24 14:29:29",32,4,"[[[2758.7159423828125,3652.0089111328125],[2765.151611328125,3629.2034912109375],[2774.9111328125,3631.875],[2792.7308349609375,3570.1226806640625],[2804.055419921875,3573.3609619140625],[2806.1507568359375,3575.7838134765625],[2810.2012939453125,3572.5546875],[2808.584228515625,3570.2548828125],[2831.75830078125,3488.3154296875],[2853.892822265625,3494.4903564453125],[2833.00244140625,3567.21337890625],[2814.870361328125,3584.581787109375],[2838.38720703125,3609.394775390625],[2831.53857421875,3615.9124755859375],[2843.7392578125,3628.7784423828125],[2787.5714111328125,3682.424072265625]]]",13,,"ММ11_438",,,TRUE,130,"wc",,,3
4086,"2021-09-22 14:16:02","2021-10-08 15:28:30",34,5,"[[[3465.0273308902233,3853.292006097019],[3496.881158415695,3823.481079756709],[3564.156020085814,3894.0374862106487],[3532.6811445150024,3924.0629251311207]]]",245,,"ММ20_М20-544.2",,,TRUE,141,,,,3
4170,"2021-09-22 15:12:48","2021-10-08 15:35:15",34,5,"[[[3346.275377288349,4255.499911976434],[3365.526881561792,4275.74278206764],[3426.781667886384,4217.013467605501],[3407.530163612941,4196.770597514296]]]",245,,"ММ20_М20-502",,,TRUE,141,,,,3
3506,"2021-09-17 13:29:34","2021-09-26 23:30:36",31,1,"[[[5645.438970565796,6904.840492248535],[5663.125,6889.75],[5677,6904.625],[5659.746017456055,6920.772483825684]]]",1,,"МА_101в",,,TRUE,123,,,,3
4413,"2021-10-19 14:40:44","2021-10-19 14:41:06",34,0,"[[[3362.10009765625,4263.76025390625],[3419.4356689453125,4209.1097412109375],[3375.2330322265625,4162.70361328125],[3317.8145751953125,4217.4541015625]]]",1,,"ММ20_М20-038",,,TRUE,153,,,,3
3918,"2021-09-22 10:50:26","2021-09-26 23:29:20",32,4,"[[[2258.64013671875,4389],[2286.5205078125,4387.6571044921875],[2289.716796875,4391.000732421875],[2277.216796875,4401.813232421875],[2261.012451171875,4411.8026123046875]]]",265,,"ММ11_406а-406б",,,TRUE,130,,,,3
3592,"2021-09-20 12:30:22","2021-09-20 12:30:22",32,1,"[[[2384.666648864746,4058.765748552986],[2391.166648864746,4065.7619187641326],[2406.749984741211,4050.6035448898356],[2393.583335876465,4037.0010942253866]]]",1,,"ММ11_174",,,TRUE,127,,,,3
4021,"2021-09-22 13:17:05","2021-10-11 09:29:11",35,3,"[[[3020.137264251709,5137.463821411133],[3020.643186569214,5134.252270698547],[3021.481014251709,5131.526321411133],[3022.6053581237793,5127.928970336914],[3024.043727874756,5124.497982978821],[3026.699977874756,5119.372982978821],[3029.5217323303223,5115.243767738342],[3042.7875633239746,5095.509181976318],[3048.7927684783936,5099.915623664856],[3053.6351642608643,5098.0825548172],[3057.6351642608643,5096.9888048172],[3062.4804134368896,5096.153901100159],[3065.73801612854,5095.769612312317],[3069.724843978882,5095.663275718689],[3074.8231201171875,5096.036374092102],[3081.523998260498,5097.251282691956],[3089.0057735443115,5099.908693313599],[3094.3672256469727,5102.743460655212],[3098.4960746765137,5105.570366859436],[3102.6946907043457,5109.0288915634155],[3105.835952758789,5112.389669418335],[3109.216173171997,5116.8015060424805],[3111.434923171997,5120.2390060424805],[3113.4930782318115,5124.140012741089],[3116.03822517395,5130.718515396118],[3116.9874629974365,5134.484990119934],[3118.1835231781006,5146.113247871399],[3117.5693187713623,5152.634541511536],[3116.294958114624,5158.274329185486],[3114.3241443634033,5164.064041137695],[3111.110876083374,5170.291378974915],[3107.1926860809326,5176.036588668823],[3102.5962715148926,5181.001058578491],[3096.4128246307373,5185.868112564087],[3090.324161529541,5189.393804550171],[3083.142810821533,5192.174030303955],[3075.89949798584,5193.727954864502],[3069.858730316162,5194.256277084351],[3065.0116424560547,5194.108121871948],[3057.7559127807617,5192.958389282227],[3051.888774871826,5191.248943328857],[3046.670024871826,5189.030193328857],[3041.420024871826,5185.967693328857],[3035.904790878296,5181.724387168884],[3031.4365978240967,5177.188015937805],[3027.218439102173,5171.424199104309],[3023.90797996521,5165.170470237732],[3021.506248474121,5158.774498939514],[3019.8108253479004,5150.698664665222],[3019.4983253479004,5143.542414665222]]]",245,,"МК3_К3-314",,,TRUE,146,,,,3
3583,"2021-09-20 12:12:29","2021-11-24 14:29:27",32,1,"[[[2320.541664123535,4203.588282685676],[2322.041664123535,4233.072142861221],[2333.041664123535,4232.947211250308],[2350.541664123535,4216.581170220662],[2345.416664123535,4210.834316118649],[2356.541664123535,4199.96526596919],[2341.208335876465,4183.849088161371]]]",13,,"ММ11_114",,,TRUE,127,"wc",,,3
4318,"2021-09-23 09:15:23","2021-09-26 23:30:33",35,2,"[[[2994.104340568148,4582.138816761416],[2946.3600227330294,4637.28223910997],[2994.4779282381487,4673.669993043584],[3037.595242535361,4627.528838061005]]]",245,,"МК3_К3-204",,,TRUE,145,,,,3
3504,"2021-09-17 12:58:59","2021-09-26 23:30:37",31,2,"[[[5617.75,6969],[5700,6896.25],[5721.75,6921.25],[5640,6994.75]]]",245,,"МА_201",,,TRUE,124,,,,3
3816,"2021-09-21 14:54:31","2021-09-26 23:29:21",32,4,"[[[2512.017822265625,4016.28369140625],[2568.613525390625,3963.5234375],[2572.1298828125,3966.93212890625],[2587.445068359375,3952.430419921875],[2675.335693359375,4044.534423828125],[2604.0517578125,4112.6875]]]",11,,"ММ11_423",,,TRUE,130,,,,3
3672,"2021-09-20 14:34:18","2021-09-26 23:30:18",34,2,"[[[3199.099998474121,4245.426963088788],[3225.849998474121,4221.413660538058],[3262.599998474121,4259.434722910047],[3236.349998474121,4284.448579733724]]]",245,,"ММ20_М20-214",,,TRUE,138,,,,3
3916,"2021-09-22 10:49:32","2021-09-22 10:49:41",32,4,"[[[2255.17578125,4354.94775390625],[2258.166015625,4384.091064453125],[2282.17578125,4383.07275390625]]]",6,,"ММ11_406б",,,TRUE,130,"medicine",,,3
3584,"2021-09-20 12:14:26","2021-09-20 12:14:26",32,1,"[[[2317.75,4135.703221864715],[2339.25,4114.964574453103],[2360.75,4136.702674752021],[2319.25,4176.4309270224585]]]",1,,"ММ11_112",,,TRUE,127,,,,3
4001,"2021-09-22 12:49:03","2021-10-08 12:52:03",35,3,"[[[2827.712308883667,5034.503750801086],[2851.146390914917,5050.577725410461],[2894.307773590088,4984.058856964111],[2870.3074016571045,4968.6391677856445]]]",245,,"МК3_317",,,TRUE,146,,,,3
4087,"2021-09-22 14:24:39","2021-10-11 09:33:42",36,4,"[[[3877.3001869823047,3853.399374184241],[3910.80005560277,3821.3988092511768],[3959.6998206450853,3884.999149737759],[3928.6002349576847,3910.800456526683]]]",245,,"МК3а_К-401",,,TRUE,152,,,,3
4171,"2021-09-22 15:13:07","2021-10-11 09:36:28",36,4,"[[[3701.574996948242,4313.778479589468],[3708.449996948242,4321.407705920689],[3726.324996948242,4306.524461110601],[3719.574996948242,4298.89523477938]]]",1,,"МК3а_К-417а",,,TRUE,152,,,,3
3505,"2021-09-17 13:25:56","2021-09-26 23:30:36",31,1,"[[[5597.824733734131,6947.576303482056],[5627.698360443115,6920.741310119629],[5641.870655059814,6936.390975952148],[5612.04573059082,6963.237022399902]]]",1,,"МА_101г",,,TRUE,123,,,,3
3673,"2021-09-20 14:35:21","2021-09-26 23:29:18",32,2,"[[[2358.9417344320627,4074.6875000752902],[2371.817740537028,4075.0625001054063],[2369.937519536019,4079.687499969884],[2384.318717337965,4094.750001686498],[2370.875,4107.875000030116],[2358.129170940002,4094.062501631285]]]",1,,"ММ11_220а",,,TRUE,128,,,,3
3817,"2021-09-21 14:54:51","2021-09-26 23:29:35",32,5,"[[[2600.6000061035156,3396.299337925913],[2588.4499893188477,3435.824430227203],[2640.1999893188477,3450.3324671849355],[2651.25,3410.3991146900094]]]",245,,"ММ11_525б",,,TRUE,131,,,,3
4319,"2021-09-23 09:18:44","2021-09-26 23:29:44",33,2,"[[[2654.78125,4705.9124755859375],[2685.3553466796875,4670.547607421875],[2738.42138671875,4716.4696044921875],[2709.835693359375,4749.554443359375]]]",1,,"ММ18_18-204",,,TRUE,132,,,,3
3917,"2021-09-22 10:49:35","2021-09-26 23:29:58",33,3,"[[[2799.68572807312,4331.757230758667],[2832.528308868408,4293.890487670898],[2922.226737976074,4371.041410446167],[2889.1715240478516,4409.316844940186]]]",245,,"ММ18_18-310",,,TRUE,133,,,,3
4392,"2021-10-18 14:28:16","2021-10-18 14:28:16",35,0,"[[[3114.637451171875,4513.98486328125],[3152.8992919921875,4554.013671875],[3034.666748046875,4666.81396484375],[2988.9423828125,4618.96875],[3093.3834228515625,4519.2562255859375],[3101.4375,4526.355712890625]]]",1,,"К3_К3-009",,,TRUE,143,,,,3
4412,"2021-10-19 14:38:37","2021-10-19 14:39:15",34,0,"[[[3324.497314453125,4263.141845703125],[3340.7548828125,4247.653564453125],[3359.1126708984375,4266.90625],[3342.800537109375,4282.398193359375]]]",1,,"ММ20_М20-039",,,TRUE,153,,,,3
4172,"2021-09-22 15:13:16","2021-10-08 15:34:43",34,5,"[[[3370.0272332101295,4167.031072318575],[3379.7779951148605,4167.780808247879],[3404.779948716735,4193.77165379708],[3343.0000586080564,4252],[3313.2727985338743,4221.7617951577595]]]",245,,"ММ20_М20-501",,,TRUE,141,,,,3
3585,"2021-09-20 12:16:43","2021-09-20 12:16:43",32,1,"[[[2286.104166030884,4071.333698710564],[2288.125,4118.583556213475],[2296.333335876465,4118.959923995209],[2318.208335876465,4097.667123864781],[2308.375,4087.917397421128],[2299.5416717529297,4095.9169832739976],[2297.0416679382324,4093.5403457485277],[2298.1666679382324,4091.8633054661786],[2292.9583320617676,4087.2077393570453],[2292.5,4071.6173404222923],[2289.625,4071.3004654270503]]]",1,,"ММ11_111",,,TRUE,127,,,,3
4088,"2021-09-22 14:25:22","2021-09-26 23:30:29",36,3,"[[[3434.875,4640.5],[3465.554039001465,4611.074424743652],[3509.178581237793,4656.682357788086],[3478.678581237793,4685.932357788086]]]",245,,"МК3а_К-333",,,TRUE,151,,,,3
4002,"2021-09-22 12:51:08","2021-10-11 09:28:16",33,4,"[[[2781.9500122070312,4551.575273087058],[2764.7000122070312,4570.83594284129],[2821.7000122070312,4621.11379505688],[2839.2000122070312,4600.852571029702]]]",1,,"ММ18_18-407",,,TRUE,134,,,,3
4393,"2021-10-18 14:38:01","2021-10-18 14:38:01",34,0,"[[[3004.407958984375,4431.4927978515625],[3033.4205322265625,4456.5087890625],[3059.315185546875,4431.857666015625],[3032.9942626953125,4404.154052734375]]]",1,,"ММ20_М20-062",,,TRUE,153,,,,3
3818,"2021-09-21 14:58:11","2021-09-26 23:29:21",32,4,"[[[2436.90625,4088.75927734375],[2527.92138671875,4184.25830078125],[2532.37646484375,4180.2470703125],[2531.81689453125,4163.9619140625],[2578.51806640625,4119.34228515625],[2594.79248046875,4120.96240234375],[2599.36767578125,4116.43115234375],[2508.0283203125,4020.61376953125]]]",11,,"ММ11_422",,,TRUE,130,,,,3
4320,"2021-09-23 09:20:46","2021-09-26 23:29:43",33,2,"[[[2741.4227294921875,4713.05615234375],[2764.3580322265625,4686.454345703125],[2711.3419189453125,4640.541015625],[2688.24462890625,4667.10107421875]]]",1,,"ММ18_18-203",,,TRUE,132,,,,3
3674,"2021-09-20 14:36:50","2021-09-26 23:30:18",34,2,"[[[3113.0999908447266,4218.594372602863],[3151.5999908447266,4181.824003072057],[3201.0999908447266,4233.102409560595],[3162.5999908447266,4270.122917659637]]]",245,,"ММ20_М20-215",,,TRUE,138,,,,3
4089,"2021-09-22 14:26:06","2021-09-26 23:30:29",36,4,"[[[3962,3887.849204895165],[3931.55004797538,3913.7996024475824],[3947.25,3931.980169474896],[3976.19994439723,3906.599492132771]]]",245,,"МК3а_К-401а",,,TRUE,152,,,,3
4003,"2021-09-22 12:52:01","2021-10-11 09:28:02",33,4,"[[[2761,4574.299896015672],[2734.9000244140625,4604.3044725842965],[2792.1500244140625,4654.0820476634135],[2818.5,4623.600900577238]]]",245,,"ММ18_18-408",,,TRUE,134,,,,3
4394,"2021-10-18 14:39:23","2021-10-18 14:39:23",34,0,"[[[3077.34521484375,4410.53271484375],[3094.684814453125,4394.048095703125],[3070.37744140625,4368.53955078125],[3053.02587890625,4385.1339111328125]]]",1,,"ММ20_М20-063",,,TRUE,153,,,,3
