id,type,room_id,campus_id
3568,roomDoor,1270,1
3569,corridor,-1,1
3570,roomDoor,1265,1
3571,roomDoor,1260,1
3572,corridor,-1,1
3573,roomDoor,1261,1
3574,corridor,-1,1
3575,roomDoor,1259,1
3576,corridor,-1,1
3578,corridor,-1,1
3579,roomDoor,1285,1
3580,corridor,-1,1
3581,roomDoor,1256,1
3582,corridor,-1,1
3583,roomDoor,1253,1
3584,corridor,-1,1
3585,stairs,-1,1
3586,corridor,-1,1
3587,stairs,-1,1
3588,corridor,-1,1
3589,stairs,-1,1
3591,corridor,-1,1
3592,roomDoor,1252,1
3593,corridor,-1,1
3594,elevator,-1,1
3595,roomDoor,1275,1
3596,corridor,-1,1
3597,stairs,-1,1
3598,roomDoor,1281,1
3599,roomDoor,1266,1
3600,corridor,-1,1
3601,roomDoor,1276,1
3602,corridor,-1,1
3604,corridor,-1,1
3605,roomDoor,1257,1
3606,roomDoor,1258,1
3607,corridor,-1,1
3608,roomDoor,1254,1
3609,roomDoor,1290,1
3610,corridor,-1,1
3611,roomDoor,1251,1
3612,roomDoor,1269,1
3613,corridor,-1,1
3615,roomDoor,1255,1
3617,roomDoor,1271,1
3618,corridor,-1,1
3619,roomDoor,1274,1
3620,corridor,-1,1
3621,roomDoor,1277,1
3622,corridor,-1,1
3623,roomDoor,1284,1
3624,corridor,-1,1
3625,roomDoor,1280,1
3626,roomDoor,1272,1
3627,corridor,-1,1
3628,corridor,-1,1
3630,corridor,-1,1
3631,roomDoor,1358,1
3632,corridor,-1,1
3633,elevator,-1,1
3634,roomDoor,1355,1
3635,corridor,-1,1
3636,roomDoor,1343,1
3637,corridor,-1,1
3638,roomDoor,1353,1
3639,corridor,-1,1
3640,roomDoor,1342,1
3641,corridor,-1,1
3643,corridor,-1,1
3644,roomDoor,1348,1
2660,corridor,-1,1
2661,corridor,-1,1
2662,corridor,-1,1
2663,stairs,-1,1
2664,corridor,-1,1
2665,corridor,-1,1
2666,corridor,-1,1
2667,corridor,-1,1
2668,elevator,-1,1
2671,corridor,-1,1
