id,type,room_id,campus_id
802,roomDoor,360,1
810,roomDoor,361,1
812,roomDoor,365,1
814,roomDoor,395,1
1847,roomDoor,425,1
1848,roomDoor,410,1
1855,roomDoor,775,1
1857,roomDoor,777,1
1859,roomDoor,763,1
1862,roomDoor,776,1
1866,roomDoor,771,1
267,roomDoor,78,1
268,roomDoor,80,1
270,roomDoor,79,1
283,roomDoor,94,1
1870,roomDoor,774,1
1872,roomDoor,762,1
1874,roomDoor,772,1
1876,roomDoor,761,1
1878,roomDoor,779,1
1880,roomDoor,767,1
2014,roomDoor,720,1
2016,roomDoor,732,1
2018,roomDoor,746,1
2020,roomDoor,745,1
2022,roomDoor,749,1
2037,roomDoor,620,1
2040,roomDoor,620,1
2046,roomDoor,617,1
2048,roomDoor,618,1
2050,roomDoor,626,1
2052,roomDoor,625,1
2055,roomDoor,624,1
2067,roomDoor,622,1
2073,roomDoor,622,1
2079,roomDoor,619,1
2080,roomDoor,619,1
2090,roomDoor,626,1
2092,roomDoor,626,1
2094,roomDoor,625,1
2095,roomDoor,625,1
2097,roomDoor,625,1
2106,roomDoor,625,1
2116,roomDoor,603,1
2117,roomDoor,604,1
2120,roomDoor,614,1
2122,roomDoor,615,1
2127,roomDoor,606,1
2135,roomDoor,607,1
2137,roomDoor,607,1
2138,roomDoor,607,1
2150,roomDoor,613,1
2151,roomDoor,612,1
2156,roomDoor,610,1
2157,roomDoor,610,1
2158,roomDoor,609,1
2161,roomDoor,607,1
2162,roomDoor,611,1
2164,roomDoor,616,1
2170,roomDoor,788,1
2172,roomDoor,787,1
2174,roomDoor,781,1
2178,roomDoor,784,1
2182,roomDoor,783,1
2184,roomDoor,798,1
2186,roomDoor,797,1
2188,roomDoor,800,1
2190,roomDoor,799,1
2194,roomDoor,796,1
2196,roomDoor,795,1
2200,roomDoor,792,1
2202,roomDoor,782,1
2204,roomDoor,791,1
2207,roomDoor,789,1
2209,roomDoor,790,1
2211,roomDoor,786,1
2215,roomDoor,705,1
2217,roomDoor,704,1
2219,roomDoor,687,1
2221,roomDoor,706,1
2223,roomDoor,703,1
2225,roomDoor,689,1
2227,roomDoor,688,1
2231,roomDoor,696,1
2234,roomDoor,697,1
2235,roomDoor,690,1
2237,roomDoor,697,1
2239,roomDoor,691,1
2241,roomDoor,701,1
2244,roomDoor,700,1
2246,roomDoor,700,1
2249,roomDoor,693,1
2251,roomDoor,694,1
2253,roomDoor,702,1
2258,roomDoor,671,1
2261,roomDoor,670,1
2265,roomDoor,669,1
2267,roomDoor,674,1
2269,roomDoor,673,1
2273,roomDoor,672,1
2274,roomDoor,684,1
2278,roomDoor,685,1
2282,roomDoor,676,1
2284,roomDoor,682,1
2286,roomDoor,677,1
2288,roomDoor,680,1
2292,roomDoor,681,1
2294,roomDoor,679,1
2296,roomDoor,683,1
2297,roomDoor,681,1
2298,roomDoor,683,1
2301,roomDoor,642,1
2305,roomDoor,629,1
2309,roomDoor,633,1
2311,roomDoor,632,1
2313,roomDoor,631,1
2314,roomDoor,630,1
2318,roomDoor,629,1
2320,roomDoor,641,1
2322,roomDoor,640,1
2324,roomDoor,645,1
2327,roomDoor,628,1
2329,roomDoor,634,1
2333,roomDoor,647,1
2334,roomDoor,644,1
2337,roomDoor,646,1
2339,roomDoor,639,1
2341,roomDoor,635,1
2343,roomDoor,638,1
2348,roomDoor,649,1
2351,roomDoor,658,1
2355,roomDoor,653,1
2357,roomDoor,654,1
2361,roomDoor,661,1
2364,roomDoor,667,1
2366,roomDoor,659,1
2368,roomDoor,662,1
2372,roomDoor,648,1
2374,roomDoor,637,1
2377,roomDoor,636,1
2379,roomDoor,655,1
2381,roomDoor,657,1
2383,roomDoor,668,1
2384,roomDoor,652,1
2386,roomDoor,660,1
2390,roomDoor,663,1
2392,roomDoor,664,1
2394,roomDoor,665,1
2398,roomDoor,942,1
2400,roomDoor,937,1
2405,roomDoor,935,1
2407,roomDoor,937,1
2409,roomDoor,934,1
2411,roomDoor,940,1
2413,roomDoor,929,1
2415,roomDoor,938,1
2419,roomDoor,944,1
2422,roomDoor,931,1
2424,roomDoor,943,1
2425,roomDoor,924,1
2427,roomDoor,923,1
2429,roomDoor,926,1
2431,roomDoor,927,1
2435,roomDoor,921,1
2436,roomDoor,932,1
2438,roomDoor,930,1
2442,roomDoor,945,1
2444,roomDoor,936,1
2450,roomDoor,883,1
2452,roomDoor,880,1
2454,roomDoor,881,1
2470,roomDoor,885,1
2486,roomDoor,919,1
2488,roomDoor,915,1
2490,roomDoor,911,1
2492,roomDoor,914,1
2496,roomDoor,909,1
2497,roomDoor,908,1
2499,roomDoor,894,1
2501,roomDoor,886,1
2503,roomDoor,890,1
2505,roomDoor,887,1
2507,roomDoor,902,1
2510,roomDoor,906,1
2514,roomDoor,899,1
2516,roomDoor,898,1
2518,roomDoor,900,1
2520,roomDoor,917,1
2521,roomDoor,907,1
2523,roomDoor,901,1
2526,roomDoor,897,1
2528,roomDoor,895,1
2530,roomDoor,905,1
2532,roomDoor,920,1
2534,roomDoor,891,1
2536,roomDoor,888,1
2540,roomDoor,893,1
2541,roomDoor,918,1
2543,roomDoor,892,1
2545,roomDoor,903,1
2547,roomDoor,913,1
2549,roomDoor,912,1
2551,roomDoor,910,1
2567,roomDoor,819,1
2570,roomDoor,819,1
2575,roomDoor,816,1
2577,roomDoor,817,1
2584,roomDoor,823,1
2593,roomDoor,823,1
2596,roomDoor,821,1
2600,roomDoor,822,1
2602,roomDoor,821,1
2604,roomDoor,820,1
2608,roomDoor,818,1
2609,roomDoor,818,1
2637,roomDoor,823,1
2641,roomDoor,801,1
2648,roomDoor,802,1
2649,roomDoor,803,1
2652,roomDoor,812,1
3479,roomDoor,1220,1
3483,roomDoor,1216,1
3485,roomDoor,1221,1
3487,roomDoor,1214,1
3489,roomDoor,1213,1
3491,roomDoor,1211,1
3496,roomDoor,1247,1
3499,roomDoor,1244,1
3501,roomDoor,1235,1
3505,roomDoor,1234,1
3507,roomDoor,1249,1
3509,roomDoor,1239,1
3510,roomDoor,1237,1
3512,roomDoor,1248,1
3513,roomDoor,1230,1
3517,roomDoor,1232,1
3519,roomDoor,1233,1
3678,roomDoor,1352,1
3680,roomDoor,1349,1
3681,roomDoor,1333,1
3683,roomDoor,1330,1
3685,roomDoor,1331,1
3688,roomDoor,1332,1
3691,roomDoor,1312,1
3694,roomDoor,1327,1
3696,roomDoor,1318,1
3698,roomDoor,1320,1
3701,roomDoor,1324,1
3702,roomDoor,1310,1
3704,roomDoor,1321,1
3706,roomDoor,1309,1
3708,roomDoor,1316,1
3712,roomDoor,1326,1
3714,roomDoor,1323,1
3715,roomDoor,1317,1
3717,roomDoor,1322,1
3719,roomDoor,1291,1
3721,roomDoor,1301,1
3725,roomDoor,1293,1
3727,roomDoor,1297,1
3728,roomDoor,1314,1
3733,roomDoor,1306,1
3735,roomDoor,1305,1
3736,roomDoor,1325,1
3738,roomDoor,1307,1
3740,roomDoor,1315,1
3743,roomDoor,1303,1
3745,roomDoor,1304,1
3747,roomDoor,1313,1
3749,roomDoor,1302,1
3751,roomDoor,1328,1
3753,roomDoor,1298,1
3757,roomDoor,1292,1
3760,roomDoor,1311,1
3763,roomDoor,1296,1
3765,roomDoor,1300,1
3766,roomDoor,1310,1
3769,roomDoor,1404,1
3771,roomDoor,1401,1
3773,roomDoor,1402,1
3776,roomDoor,1403,1
3779,roomDoor,1383,1
3784,roomDoor,1389,1
3786,roomDoor,1391,1
3790,roomDoor,1395,1
3791,roomDoor,1381,1
3793,roomDoor,1392,1
3797,roomDoor,1387,1
3799,roomDoor,1390,1
3801,roomDoor,1397,1
3803,roomDoor,1394,1
3804,roomDoor,1388,1
3806,roomDoor,1393,1
3810,roomDoor,1372,1
3812,roomDoor,1365,1
3814,roomDoor,1364,1
3817,roomDoor,1385,1
3819,roomDoor,1400,1
3822,roomDoor,1377,1
3824,roomDoor,1376,1
3825,roomDoor,1396,1
3827,roomDoor,1378,1
3831,roomDoor,1379,1
3832,roomDoor,1374,1
3834,roomDoor,1375,1
3836,roomDoor,1384,1
3838,roomDoor,1373,1
3840,roomDoor,1399,1
3844,roomDoor,1366,1
3846,roomDoor,1363,1
3849,roomDoor,1382,1
3852,roomDoor,1367,1
3854,roomDoor,1371,1
3857,roomDoor,1370,1
3858,roomDoor,1361,1
3872,roomDoor,1038,1
3873,roomDoor,1037,1
3893,roomDoor,1439,1
3894,roomDoor,1439,1
3895,roomDoor,1439,1
3922,roomDoor,1441,1
4484,roomDoor,1627,1
4487,roomDoor,1545,1
4,roomDoor,165,1
7,roomDoor,163,1
9,roomDoor,164,1
3925,roomDoor,1442,1
23,roomDoor,170,1
44,roomDoor,156,1
50,roomDoor,152,1
55,roomDoor,157,1
56,roomDoor,146,1
63,roomDoor,143,1
67,roomDoor,143,1
131,roomDoor,137,1
141,roomDoor,124,1
192,roomDoor,102,1
201,roomDoor,101,1
212,roomDoor,116,1
260,roomDoor,92,1
265,roomDoor,100,1
280,roomDoor,84,1
298,roomDoor,87,1
337,roomDoor,19,1
342,roomDoor,17,1
357,roomDoor,24,1
362,roomDoor,29,1
381,roomDoor,7,1
414,roomDoor,74,1
426,roomDoor,75,1
428,roomDoor,64,1
445,roomDoor,77,1
467,roomDoor,59,1
490,roomDoor,32,1
511,roomDoor,45,1
536,roomDoor,30,1
564,roomDoor,173,1
677,roomDoor,215,1
728,roomDoor,351,1
806,roomDoor,356,1
877,roomDoor,335,1
932,roomDoor,201,1
947,roomDoor,195,1
950,roomDoor,195,1
988,roomDoor,223,1
998,roomDoor,217,1
1004,roomDoor,237,1
1008,roomDoor,221,1
1063,roomDoor,316,1
1092,roomDoor,300,1
1104,roomDoor,306,1
1113,roomDoor,305,1
1126,roomDoor,323,1
1145,roomDoor,324,1
1175,roomDoor,281,1
1188,roomDoor,292,1
1201,roomDoor,255,1
1214,roomDoor,257,1
1228,roomDoor,263,1
1244,roomDoor,270,1
1281,roomDoor,571,1
1298,roomDoor,563,1
1307,roomDoor,565,1
1320,roomDoor,554,1
1380,roomDoor,501,1
1393,roomDoor,504,1
1409,roomDoor,497,1
1448,roomDoor,544,1
1480,roomDoor,545,1
1495,roomDoor,551,1
1508,roomDoor,550,1
1523,roomDoor,528,1
1538,roomDoor,530,1
1551,roomDoor,535,1
1562,roomDoor,534,1
1579,roomDoor,591,1
1604,roomDoor,600,1
1618,roomDoor,584,1
1640,roomDoor,404,1
1670,roomDoor,448,1
1682,roomDoor,439,1
1696,roomDoor,445,1
1714,roomDoor,466,1
1720,roomDoor,470,1
1734,roomDoor,457,1
1766,roomDoor,480,1
1780,roomDoor,492,1
1792,roomDoor,423,1
1808,roomDoor,417,1
1822,roomDoor,435,1
1850,roomDoor,431,1
1864,roomDoor,769,1
1868,roomDoor,768,1
1894,roomDoor,754,1
1913,roomDoor,708,1
1929,roomDoor,712,1
1960,roomDoor,711,1
1973,roomDoor,741,1
1989,roomDoor,728,1
2001,roomDoor,734,1
2012,roomDoor,751,1
2044,roomDoor,626,1
2071,roomDoor,623,1
2075,roomDoor,621,1
2108,roomDoor,624,1
2123,roomDoor,605,1
2192,roomDoor,793,1
2205,roomDoor,785,1
2233,roomDoor,703,1
2247,roomDoor,692,1
2276,roomDoor,686,1
2290,roomDoor,678,1
2331,roomDoor,643,1
2335,roomDoor,647,1
2349,roomDoor,650,1
2362,roomDoor,656,1
2376,roomDoor,651,1
2388,roomDoor,666,1
2403,roomDoor,941,1
2417,roomDoor,928,1
2421,roomDoor,933,1
2433,roomDoor,922,1
2446,roomDoor,939,1
2481,roomDoor,882,1
2494,roomDoor,884,1
2511,roomDoor,904,1
2524,roomDoor,896,1
2538,roomDoor,889,1
2550,roomDoor,916,1
2642,roomDoor,801,1
2654,roomDoor,813,1
2655,roomDoor,804,1
2659,roomDoor,805,1
2677,roomDoor,801,1
2694,roomDoor,953,1
2709,roomDoor,948,1
2748,roomDoor,865,1
2764,roomDoor,828,1
2790,roomDoor,845,1
2803,roomDoor,857,1
2816,roomDoor,847,1
2830,roomDoor,848,1
2843,roomDoor,1047,1
2868,roomDoor,1030,1
2924,roomDoor,985,1
2937,roomDoor,987,1
2950,roomDoor,1005,1
2957,roomDoor,1001,1
2969,roomDoor,998,1
2982,roomDoor,1021,1
2994,roomDoor,1009,1
3013,roomDoor,1082,1
3039,roomDoor,1084,1
3056,roomDoor,1094,1
3074,roomDoor,1091,1
3087,roomDoor,1092,1
3121,roomDoor,1080,1
3133,roomDoor,1074,1
3159,roomDoor,1052,1
3185,roomDoor,972,1
3198,roomDoor,979,1
3213,roomDoor,965,1
3238,roomDoor,1148,1
3263,roomDoor,1164,1
3276,roomDoor,1139,1
3283,roomDoor,1098,1
3298,roomDoor,1132,1
3311,roomDoor,1103,1
3336,roomDoor,1112,1
3349,roomDoor,1135,1
3379,roomDoor,1180,1
3442,roomDoor,1196,1
3449,roomDoor,1208,1
3463,roomDoor,1197,1
3481,roomDoor,1210,1
3503,roomDoor,1242,1
3515,roomDoor,1229,1
3521,roomDoor,1228,1
3534,roomDoor,1241,1
3547,roomDoor,1286,1
3561,roomDoor,1263,1
3577,roomDoor,1268,1
3590,roomDoor,1273,1
3603,roomDoor,1283,1
3642,roomDoor,1360,1
3654,roomDoor,1341,1
3667,roomDoor,1351,1
3710,roomDoor,1319,1
3723,roomDoor,1294,1
3730,roomDoor,1329,1
3742,roomDoor,1308,1
3755,roomDoor,1295,1
3768,roomDoor,1299,1
3782,roomDoor,1398,1
3795,roomDoor,1380,1
3808,roomDoor,1362,1
3816,roomDoor,1368,1
3829,roomDoor,1386,1
3842,roomDoor,1369,1
3855,roomDoor,1381,1
3923,roomDoor,1441,1
3924,roomDoor,1442,1
4223,roomDoor,1604,1
4278,roomDoor,1616,1
4296,roomDoor,1635,1
4309,roomDoor,1641,1
4320,roomDoor,1627,1
4333,roomDoor,1579,1
4346,roomDoor,1578,1
4359,roomDoor,1570,1
4375,roomDoor,1572,1
4391,roomDoor,1562,1
4404,roomDoor,1556,1
4419,roomDoor,1535,1
4431,roomDoor,1534,1
4467,roomDoor,1555,1
6064,roomDoor,3487,1
6065,roomDoor,3487,1
1055,roomDoor,3487,1
944,roomDoor,200,1
